"industry","topic","post_covid_score","name","description"
"Insurance","Toxic culture",1.018108561,"Intact","Canadian property and casualty insurance firm"
"Insurance","Supportive culture",0.606908863,"Intact","Canadian property and casualty insurance firm"
"Insurance","Strategy",1.132667202,"Intact","Canadian property and casualty insurance firm"
"Insurance","Leadership",2.088953104,"Intact","Canadian property and casualty insurance firm"
"Insurance","Innovation",NA,"Intact","Canadian property and casualty insurance firm"
"Insurance","Open to feedback",-0.091604699,"Intact","Canadian property and casualty insurance firm"
"Insurance","Agility",-0.375633586,"Intact","Canadian property and casualty insurance firm"
"Tech Giants","Work-life balance",1.046853573,"Intel","Semiconductor and chip manufacturing"
"Tech Giants","Transparency",0.712027156,"Intel","Semiconductor and chip manufacturing"
"Tech Giants","Toxic culture",1.609983719,"Intel","Semiconductor and chip manufacturing"
"Tech Giants","Supportive culture",-0.258099779,"Intel","Semiconductor and chip manufacturing"
"Tech Giants","Strategy",-0.93584912,"Intel","Semiconductor and chip manufacturing"
"Tech Giants","Leadership",-0.638393099,"Intel","Semiconductor and chip manufacturing"
"Tech Giants","Innovation",-0.337003326,"Intel","Semiconductor and chip manufacturing"
"Tech Giants","Open to feedback",0.005392583,"Intel","Semiconductor and chip manufacturing"
"Tech Giants","Agility",-0.977631579,"Intel","Semiconductor and chip manufacturing"
"Outsourcing & Staffing","Work-life balance",-1.860598468,"Inter-Con Security","Provider of physical security services"
"Outsourcing & Staffing","Transparency",NA,"Inter-Con Security","Provider of physical security services"
"Outsourcing & Staffing","Toxic culture",-1.946920489,"Inter-Con Security","Provider of physical security services"
"Outsourcing & Staffing","Supportive culture",-0.91716768,"Inter-Con Security","Provider of physical security services"
"Outsourcing & Staffing","Strategy",NA,"Inter-Con Security","Provider of physical security services"
"Outsourcing & Staffing","Leadership",-2.157913542,"Inter-Con Security","Provider of physical security services"
"Outsourcing & Staffing","Innovation",NA,"Inter-Con Security","Provider of physical security services"
"Outsourcing & Staffing","Open to feedback",NA,"Inter-Con Security","Provider of physical security services"
"Outsourcing & Staffing","Agility",NA,"Inter-Con Security","Provider of physical security services"
"Industrials","Work-life balance",-1.674855056,"International Paper","Fibre-based packaging"
"Industrials","Transparency",0.083026474,"International Paper","Fibre-based packaging"
"Industrials","Toxic culture",-0.979909871,"International Paper","Fibre-based packaging"
"Industrials","Supportive culture",-0.850748905,"International Paper","Fibre-based packaging"
"Industrials","Strategy",0.418789622,"International Paper","Fibre-based packaging"
"Industrials","Leadership",-0.073238033,"International Paper","Fibre-based packaging"
"Industrials","Innovation",NA,"International Paper","Fibre-based packaging"
"Industrials","Open to feedback",-0.158162573,"International Paper","Fibre-based packaging"
"Industrials","Agility",1.218937221,"International Paper","Fibre-based packaging"
"Software & IT Services","Work-life balance",1.036506817,"Intuit","Financial software company known for TurboTax"
"Software & IT Services","Transparency",1.124878411,"Intuit","Financial software company known for TurboTax"
"Software & IT Services","Toxic culture",1.009518063,"Intuit","Financial software company known for TurboTax"
"Software & IT Services","Supportive culture",2.550103347,"Intuit","Financial software company known for TurboTax"
"Software & IT Services","Strategy",0.247272348,"Intuit","Financial software company known for TurboTax"
"Software & IT Services","Leadership",1.751034952,"Intuit","Financial software company known for TurboTax"
"Software & IT Services","Innovation",0.552889274,"Intuit","Financial software company known for TurboTax"
"Software & IT Services","Open to feedback",0.908825466,"Intuit","Financial software company known for TurboTax"
"Software & IT Services","Agility",0.032297283,"Intuit","Financial software company known for TurboTax"
"Life Sciences & Biopharma","Work-life balance",-1.733325273,"Intuitive","Maker of robotic-assisted surgical systems"
"Life Sciences & Biopharma","Transparency",2.59624204,"Intuitive","Maker of robotic-assisted surgical systems"
"Life Sciences & Biopharma","Toxic culture",0.236141215,"Intuitive","Maker of robotic-assisted surgical systems"
"Life Sciences & Biopharma","Supportive culture",2.011403533,"Intuitive","Maker of robotic-assisted surgical systems"
"Life Sciences & Biopharma","Strategy",1.490600206,"Intuitive","Maker of robotic-assisted surgical systems"
"Life Sciences & Biopharma","Leadership",1.410341022,"Intuitive","Maker of robotic-assisted surgical systems"
"Life Sciences & Biopharma","Innovation",2.762932019,"Intuitive","Maker of robotic-assisted surgical systems"
"Life Sciences & Biopharma","Open to feedback",-0.244329601,"Intuitive","Maker of robotic-assisted surgical systems"
"Life Sciences & Biopharma","Agility",0.994436457,"Intuitive","Maker of robotic-assisted surgical systems"
"Software & IT Services","Work-life balance",-0.899715999,"Ipsos","Global market research firm"
"Software & IT Services","Transparency",0.540974596,"Ipsos","Global market research firm"
"Software & IT Services","Toxic culture",0.030705849,"Ipsos","Global market research firm"
"Software & IT Services","Supportive culture",0.285319703,"Ipsos","Global market research firm"
"Software & IT Services","Strategy",0.885836509,"Ipsos","Global market research firm"
"Software & IT Services","Leadership",0.605540217,"Ipsos","Global market research firm"
"Software & IT Services","Innovation",0.989589072,"Ipsos","Global market research firm"
"Software & IT Services","Open to feedback",0.899872259,"Ipsos","Global market research firm"
"Software & IT Services","Agility",0.170863457,"Ipsos","Global market research firm"
"Life Sciences & Biopharma","Work-life balance",1.345768902,"IQVIA","Healthcare data analytics and clinical research"
"Life Sciences & Biopharma","Transparency",0.183721305,"IQVIA","Healthcare data analytics and clinical research"
"Life Sciences & Biopharma","Toxic culture",0.398164101,"IQVIA","Healthcare data analytics and clinical research"
"Life Sciences & Biopharma","Supportive culture",0.062788897,"IQVIA","Healthcare data analytics and clinical research"
"Life Sciences & Biopharma","Strategy",0.620193025,"IQVIA","Healthcare data analytics and clinical research"
"Life Sciences & Biopharma","Leadership",1.513450917,"IQVIA","Healthcare data analytics and clinical research"
"Life Sciences & Biopharma","Innovation",-0.055839935,"IQVIA","Healthcare data analytics and clinical research"
"Life Sciences & Biopharma","Open to feedback",1.127165546,"IQVIA","Healthcare data analytics and clinical research"
"Life Sciences & Biopharma","Agility",0.237813458,"IQVIA","Healthcare data analytics and clinical research"
"Software & IT Services","Work-life balance",-0.00788635,"Iron Mountain","Information management and storage"
"Software & IT Services","Transparency",-0.46107743,"Iron Mountain","Information management and storage"
"Software & IT Services","Toxic culture",-0.919498682,"Iron Mountain","Information management and storage"
"Software & IT Services","Supportive culture",-0.513533449,"Iron Mountain","Information management and storage"
"Software & IT Services","Strategy",0.090296736,"Iron Mountain","Information management and storage"
"Software & IT Services","Leadership",-0.020615481,"Iron Mountain","Information management and storage"
"Software & IT Services","Innovation",-0.086848994,"Iron Mountain","Information management and storage"
"Software & IT Services","Open to feedback",-0.47045025,"Iron Mountain","Information management and storage"
"Software & IT Services","Agility",0.214656967,"Iron Mountain","Information management and storage"
"Restaurants & Fast Food","Work-life balance",-2.069693736,"JD Wetherspoon","UK-based pub and hospitality company"
"Restaurants & Fast Food","Transparency",NA,"JD Wetherspoon","UK-based pub and hospitality company"
"Restaurants & Fast Food","Toxic culture",-1.478865453,"JD Wetherspoon","UK-based pub and hospitality company"
"Restaurants & Fast Food","Supportive culture",-1.240571242,"JD Wetherspoon","UK-based pub and hospitality company"
"Restaurants & Fast Food","Strategy",NA,"JD Wetherspoon","UK-based pub and hospitality company"
"Restaurants & Fast Food","Leadership",-0.877043853,"JD Wetherspoon","UK-based pub and hospitality company"
"Restaurants & Fast Food","Innovation",NA,"JD Wetherspoon","UK-based pub and hospitality company"
"Restaurants & Fast Food","Open to feedback",NA,"JD Wetherspoon","UK-based pub and hospitality company"
"Restaurants & Fast Food","Agility",NA,"JD Wetherspoon","UK-based pub and hospitality company"
"General Retail","Work-life balance",1.183544953,"J. C. Penney","American department store chain"
"General Retail","Transparency",NA,"J. C. Penney","American department store chain"
"General Retail","Toxic culture",0.499877938,"J. C. Penney","American department store chain"
"General Retail","Supportive culture",-0.018699285,"J. C. Penney","American department store chain"
"General Retail","Strategy",NA,"J. C. Penney","American department store chain"
"General Retail","Leadership",0.463537897,"J. C. Penney","American department store chain"
"General Retail","Innovation",NA,"J. C. Penney","American department store chain"
"General Retail","Open to feedback",NA,"J. C. Penney","American department store chain"
"General Retail","Agility",NA,"J. C. Penney","American department store chain"
"Specialty Retail & Apparel","Work-life balance",1.239385535,"J. Crew","Fashion retailer for casual wear"
"Specialty Retail & Apparel","Transparency",NA,"J. Crew","Fashion retailer for casual wear"
"Specialty Retail & Apparel","Toxic culture",1.605617681,"J. Crew","Fashion retailer for casual wear"
"Specialty Retail & Apparel","Supportive culture",0.167828666,"J. Crew","Fashion retailer for casual wear"
"Specialty Retail & Apparel","Strategy",NA,"J. Crew","Fashion retailer for casual wear"
"Specialty Retail & Apparel","Leadership",1.628642195,"J. Crew","Fashion retailer for casual wear"
"Specialty Retail & Apparel","Innovation",NA,"J. Crew","Fashion retailer for casual wear"
"Specialty Retail & Apparel","Open to feedback",NA,"J. Crew","Fashion retailer for casual wear"
"Specialty Retail & Apparel","Agility",NA,"J. Crew","Fashion retailer for casual wear"
"Life Sciences & Biopharma","Work-life balance",-0.398850007,"J&J Health Care Equipment","Division of Johnson & Johnson for medical devices"
"Life Sciences & Biopharma","Transparency",0.17062757,"J&J Health Care Equipment","Division of Johnson & Johnson for medical devices"
"Life Sciences & Biopharma","Toxic culture",-0.064180335,"J&J Health Care Equipment","Division of Johnson & Johnson for medical devices"
"Life Sciences & Biopharma","Supportive culture",-0.90232891,"J&J Health Care Equipment","Division of Johnson & Johnson for medical devices"
"Life Sciences & Biopharma","Strategy",0.153433453,"J&J Health Care Equipment","Division of Johnson & Johnson for medical devices"
"Life Sciences & Biopharma","Leadership",-0.200689368,"J&J Health Care Equipment","Division of Johnson & Johnson for medical devices"
"Life Sciences & Biopharma","Innovation",-0.836378715,"J&J Health Care Equipment","Division of Johnson & Johnson for medical devices"
"Life Sciences & Biopharma","Open to feedback",0.333251791,"J&J Health Care Equipment","Division of Johnson & Johnson for medical devices"
"Life Sciences & Biopharma","Agility",0.948222515,"J&J Health Care Equipment","Division of Johnson & Johnson for medical devices"
"Life Sciences & Biopharma","Work-life balance",-0.073084318,"J&J Pharmaceutical","Pharmaceutical division of Johnson & Johnson"
"Life Sciences & Biopharma","Transparency",0.811593725,"J&J Pharmaceutical","Pharmaceutical division of Johnson & Johnson"
"Life Sciences & Biopharma","Toxic culture",1.257710508,"J&J Pharmaceutical","Pharmaceutical division of Johnson & Johnson"
"Life Sciences & Biopharma","Supportive culture",0.154715944,"J&J Pharmaceutical","Pharmaceutical division of Johnson & Johnson"
"Life Sciences & Biopharma","Strategy",0.63465814,"J&J Pharmaceutical","Pharmaceutical division of Johnson & Johnson"
"Life Sciences & Biopharma","Leadership",1.022332318,"J&J Pharmaceutical","Pharmaceutical division of Johnson & Johnson"
"Life Sciences & Biopharma","Innovation",-0.420372464,"J&J Pharmaceutical","Pharmaceutical division of Johnson & Johnson"
"Life Sciences & Biopharma","Open to feedback",1.07358287,"J&J Pharmaceutical","Pharmaceutical division of Johnson & Johnson"
"Life Sciences & Biopharma","Agility",-0.595188037,"J&J Pharmaceutical","Pharmaceutical division of Johnson & Johnson"
"Restaurants & Fast Food","Work-life balance",0.168820339,"Jack in the Box","Fast-food chain serving burgers and tacos"
"Restaurants & Fast Food","Transparency",NA,"Jack in the Box","Fast-food chain serving burgers and tacos"
"Restaurants & Fast Food","Toxic culture",1.259078222,"Jack in the Box","Fast-food chain serving burgers and tacos"
"Restaurants & Fast Food","Supportive culture",-1.667273928,"Jack in the Box","Fast-food chain serving burgers and tacos"
"Restaurants & Fast Food","Strategy",NA,"Jack in the Box","Fast-food chain serving burgers and tacos"
"Restaurants & Fast Food","Leadership",0.311916077,"Jack in the Box","Fast-food chain serving burgers and tacos"
"Restaurants & Fast Food","Innovation",NA,"Jack in the Box","Fast-food chain serving burgers and tacos"
"Restaurants & Fast Food","Open to feedback",NA,"Jack in the Box","Fast-food chain serving burgers and tacos"
"Restaurants & Fast Food","Agility",NA,"Jack in the Box","Fast-food chain serving burgers and tacos"
"Industrials","Work-life balance",0.588181347,"Jaguar Land Rover","British luxury automotive company"
"Industrials","Transparency",0.661725343,"Jaguar Land Rover","British luxury automotive company"
"Industrials","Toxic culture",0.976337561,"Jaguar Land Rover","British luxury automotive company"
"Industrials","Supportive culture",-0.07361645,"Jaguar Land Rover","British luxury automotive company"
"Industrials","Strategy",-0.223655834,"Jaguar Land Rover","British luxury automotive company"
"Industrials","Leadership",0.049383935,"Jaguar Land Rover","British luxury automotive company"
"Industrials","Innovation",-0.513487467,"Jaguar Land Rover","British luxury automotive company"
"Industrials","Open to feedback",0.636686679,"Jaguar Land Rover","British luxury automotive company"
"Industrials","Agility",-0.867408802,"Jaguar Land Rover","British luxury automotive company"
"Supply Chain & Logistics","Work-life balance",0.060074927,"JB Hunt Transport","Logistics and transportation"
"Supply Chain & Logistics","Transparency",NA,"JB Hunt Transport","Logistics and transportation"
"Supply Chain & Logistics","Toxic culture",0.647004043,"JB Hunt Transport","Logistics and transportation"
"Supply Chain & Logistics","Supportive culture",1.453498685,"JB Hunt Transport","Logistics and transportation"
"Supply Chain & Logistics","Strategy",NA,"JB Hunt Transport","Logistics and transportation"
"Supply Chain & Logistics","Leadership",1.586277056,"JB Hunt Transport","Logistics and transportation"
"Supply Chain & Logistics","Innovation",NA,"JB Hunt Transport","Logistics and transportation"
"Supply Chain & Logistics","Open to feedback",NA,"JB Hunt Transport","Logistics and transportation"
"Supply Chain & Logistics","Agility",NA,"JB Hunt Transport","Logistics and transportation"
"Specialty Retail & Apparel","Work-life balance",-1.670277011,"JD Sports","UK-based sports-fashion retailer"
"Specialty Retail & Apparel","Transparency",NA,"JD Sports","UK-based sports-fashion retailer"
"Specialty Retail & Apparel","Toxic culture",-0.763711806,"JD Sports","UK-based sports-fashion retailer"
"Specialty Retail & Apparel","Supportive culture",-0.641963174,"JD Sports","UK-based sports-fashion retailer"
"Specialty Retail & Apparel","Strategy",NA,"JD Sports","UK-based sports-fashion retailer"
"Specialty Retail & Apparel","Leadership",-1.44065526,"JD Sports","UK-based sports-fashion retailer"
"Specialty Retail & Apparel","Innovation",NA,"JD Sports","UK-based sports-fashion retailer"
"Specialty Retail & Apparel","Open to feedback",NA,"JD Sports","UK-based sports-fashion retailer"
"Specialty Retail & Apparel","Agility",NA,"JD Sports","UK-based sports-fashion retailer"
"Restaurants & Fast Food","Work-life balance",0.473787657,"Jersey Mike's","Sub sandwich restaurant chain"
"Restaurants & Fast Food","Transparency",NA,"Jersey Mike's","Sub sandwich restaurant chain"
"Restaurants & Fast Food","Toxic culture",0.11913959,"Jersey Mike's","Sub sandwich restaurant chain"
"Restaurants & Fast Food","Supportive culture",0.617886992,"Jersey Mike's","Sub sandwich restaurant chain"
"Restaurants & Fast Food","Strategy",NA,"Jersey Mike's","Sub sandwich restaurant chain"
"Restaurants & Fast Food","Leadership",0.495408709,"Jersey Mike's","Sub sandwich restaurant chain"
"Restaurants & Fast Food","Innovation",NA,"Jersey Mike's","Sub sandwich restaurant chain"
"Restaurants & Fast Food","Open to feedback",NA,"Jersey Mike's","Sub sandwich restaurant chain"
"Restaurants & Fast Food","Agility",NA,"Jersey Mike's","Sub sandwich restaurant chain"
"Travel & Leisure","Work-life balance",-0.145379037,"Jet2","Low-cost British airline"
"Travel & Leisure","Transparency",NA,"Jet2","Low-cost British airline"
"Travel & Leisure","Toxic culture",-0.960922301,"Jet2","Low-cost British airline"
"Travel & Leisure","Supportive culture",1.832549759,"Jet2","Low-cost British airline"
"Travel & Leisure","Strategy",NA,"Jet2","Low-cost British airline"
"Travel & Leisure","Leadership",0.868031481,"Jet2","Low-cost British airline"
"Travel & Leisure","Innovation",NA,"Jet2","Low-cost British airline"
"Travel & Leisure","Open to feedback",NA,"Jet2","Low-cost British airline"
"Travel & Leisure","Agility",NA,"Jet2","Low-cost British airline"
"Travel & Leisure","Work-life balance",0.896400581,"JetBlue","Low-cost American airline"
"Travel & Leisure","Transparency",NA,"JetBlue","Low-cost American airline"
"Travel & Leisure","Toxic culture",0.238879996,"JetBlue","Low-cost American airline"
"Travel & Leisure","Supportive culture",-0.506743667,"JetBlue","Low-cost American airline"
"Travel & Leisure","Strategy",NA,"JetBlue","Low-cost American airline"
"Travel & Leisure","Leadership",-0.192732564,"JetBlue","Low-cost American airline"
"Travel & Leisure","Innovation",NA,"JetBlue","Low-cost American airline"
"Travel & Leisure","Open to feedback",NA,"JetBlue","Low-cost American airline"
"Travel & Leisure","Agility",NA,"JetBlue","Low-cost American airline"
"Grocery Stores","Work-life balance",0.375355834,"Jewel-Osco","Supermarket chain in the Midwest"
"Grocery Stores","Transparency",NA,"Jewel-Osco","Supermarket chain in the Midwest"
"Grocery Stores","Toxic culture",0.560594985,"Jewel-Osco","Supermarket chain in the Midwest"
"Grocery Stores","Supportive culture",0.397554121,"Jewel-Osco","Supermarket chain in the Midwest"
"Grocery Stores","Strategy",NA,"Jewel-Osco","Supermarket chain in the Midwest"
"Grocery Stores","Leadership",0.762524946,"Jewel-Osco","Supermarket chain in the Midwest"
"Grocery Stores","Innovation",NA,"Jewel-Osco","Supermarket chain in the Midwest"
"Grocery Stores","Open to feedback",NA,"Jewel-Osco","Supermarket chain in the Midwest"
"Grocery Stores","Agility",NA,"Jewel-Osco","Supermarket chain in the Midwest"
"Restaurants & Fast Food","Work-life balance",1.272641797,"Jimmy John's","Fast-food sandwich chain"
"Restaurants & Fast Food","Transparency",NA,"Jimmy John's","Fast-food sandwich chain"
"Restaurants & Fast Food","Toxic culture",1.724621047,"Jimmy John's","Fast-food sandwich chain"
"Restaurants & Fast Food","Supportive culture",0.207013682,"Jimmy John's","Fast-food sandwich chain"
"Restaurants & Fast Food","Strategy",NA,"Jimmy John's","Fast-food sandwich chain"
"Restaurants & Fast Food","Leadership",1.627330535,"Jimmy John's","Fast-food sandwich chain"
"Restaurants & Fast Food","Innovation",NA,"Jimmy John's","Fast-food sandwich chain"
"Restaurants & Fast Food","Open to feedback",NA,"Jimmy John's","Fast-food sandwich chain"
"Restaurants & Fast Food","Agility",NA,"Jimmy John's","Fast-food sandwich chain"
"Specialty Retail & Apparel","Work-life balance",-0.482323923,"JOANN Stores","Fabric and craft retail chain"
"Specialty Retail & Apparel","Transparency",NA,"JOANN Stores","Fabric and craft retail chain"
"Specialty Retail & Apparel","Toxic culture",-0.171885467,"JOANN Stores","Fabric and craft retail chain"
"Specialty Retail & Apparel","Supportive culture",-1.287057545,"JOANN Stores","Fabric and craft retail chain"
"Specialty Retail & Apparel","Strategy",NA,"JOANN Stores","Fabric and craft retail chain"
"Specialty Retail & Apparel","Leadership",-0.487549425,"JOANN Stores","Fabric and craft retail chain"
"Specialty Retail & Apparel","Innovation",NA,"JOANN Stores","Fabric and craft retail chain"
"Specialty Retail & Apparel","Open to feedback",NA,"JOANN Stores","Fabric and craft retail chain"
"Specialty Retail & Apparel","Agility",NA,"JOANN Stores","Fabric and craft retail chain"
"Industrials","Work-life balance",0.098312578,"John Deere","Agriculture and heavy equipment manufacturer"
"Industrials","Transparency",0.230125726,"John Deere","Agriculture and heavy equipment manufacturer"
"Industrials","Toxic culture",-0.07327604,"John Deere","Agriculture and heavy equipment manufacturer"
"Industrials","Supportive culture",-0.484897756,"John Deere","Agriculture and heavy equipment manufacturer"
"Industrials","Strategy",0.67495999,"John Deere","Agriculture and heavy equipment manufacturer"
"Industrials","Leadership",0.065673894,"John Deere","Agriculture and heavy equipment manufacturer"
"Industrials","Innovation",-0.052897759,"John Deere","Agriculture and heavy equipment manufacturer"
"Industrials","Open to feedback",0.283885443,"John Deere","Agriculture and heavy equipment manufacturer"
"Industrials","Agility",0.669458829,"John Deere","Agriculture and heavy equipment manufacturer"
"General Retail","Work-life balance",-0.057698066,"John Lewis & Partners","UK department store and grocery chain"
"General Retail","Transparency",NA,"John Lewis & Partners","UK department store and grocery chain"
"General Retail","Toxic culture",0.219860869,"John Lewis & Partners","UK department store and grocery chain"
"General Retail","Supportive culture",2.100766351,"John Lewis & Partners","UK department store and grocery chain"
"General Retail","Strategy",NA,"John Lewis & Partners","UK department store and grocery chain"
"General Retail","Leadership",0.495525853,"John Lewis & Partners","UK department store and grocery chain"
"General Retail","Innovation",NA,"John Lewis & Partners","UK department store and grocery chain"
"General Retail","Open to feedback",NA,"John Lewis & Partners","UK department store and grocery chain"
"General Retail","Agility",NA,"John Lewis & Partners","UK department store and grocery chain"
"Industrials","Work-life balance",0.158953906,"Johnson Controls","Building automation and HVAC systems"
"Industrials","Transparency",0.180972282,"Johnson Controls","Building automation and HVAC systems"
"Industrials","Toxic culture",-0.465104191,"Johnson Controls","Building automation and HVAC systems"
"Industrials","Supportive culture",-0.526870523,"Johnson Controls","Building automation and HVAC systems"
"Industrials","Strategy",-1.063536095,"Johnson Controls","Building automation and HVAC systems"
"Industrials","Leadership",-0.144210693,"Johnson Controls","Building automation and HVAC systems"
"Industrials","Innovation",-0.207956605,"Johnson Controls","Building automation and HVAC systems"
"Industrials","Open to feedback",0.10585081,"Johnson Controls","Building automation and HVAC systems"
"Industrials","Agility",0.187734465,"Johnson Controls","Building automation and HVAC systems"
"Specialty Retail & Apparel","Work-life balance",-1.127610628,"Journeys","Footwear and accessories retailer"
"Specialty Retail & Apparel","Transparency",NA,"Journeys","Footwear and accessories retailer"
"Specialty Retail & Apparel","Toxic culture",-0.528184914,"Journeys","Footwear and accessories retailer"
"Specialty Retail & Apparel","Supportive culture",-1.016816204,"Journeys","Footwear and accessories retailer"
"Specialty Retail & Apparel","Strategy",NA,"Journeys","Footwear and accessories retailer"
"Specialty Retail & Apparel","Leadership",-0.243662009,"Journeys","Footwear and accessories retailer"
"Specialty Retail & Apparel","Innovation",NA,"Journeys","Footwear and accessories retailer"
"Specialty Retail & Apparel","Open to feedback",NA,"Journeys","Footwear and accessories retailer"
"Specialty Retail & Apparel","Agility",NA,"Journeys","Footwear and accessories retailer"
"Financial Services","Work-life balance",-1.001510143,"JPMorgan Chase","Largest American bank by assets"
"Financial Services","Transparency",0.284355661,"JPMorgan Chase","Largest American bank by assets"
"Financial Services","Toxic culture",0.323238344,"JPMorgan Chase","Largest American bank by assets"
"Financial Services","Supportive culture",-0.485252667,"JPMorgan Chase","Largest American bank by assets"
"Financial Services","Strategy",0.842727731,"JPMorgan Chase","Largest American bank by assets"
"Financial Services","Leadership",0.044506457,"JPMorgan Chase","Largest American bank by assets"
"Financial Services","Innovation",NA,"JPMorgan Chase","Largest American bank by assets"
"Financial Services","Open to feedback",0.558961274,"JPMorgan Chase","Largest American bank by assets"
"Financial Services","Agility",-0.028986767,"JPMorgan Chase","Largest American bank by assets"
"Business Services","Work-life balance",0.037674,"Kantar","Data and consulting company"
"Business Services","Transparency",0.236953957,"Kantar","Data and consulting company"
"Business Services","Toxic culture",0.844996161,"Kantar","Data and consulting company"
"Business Services","Supportive culture",1.055535876,"Kantar","Data and consulting company"
"Business Services","Strategy",-2.681186583,"Kantar","Data and consulting company"
"Business Services","Leadership",-0.576962903,"Kantar","Data and consulting company"
"Business Services","Innovation",NA,"Kantar","Data and consulting company"
"Business Services","Open to feedback",-1.30378594,"Kantar","Data and consulting company"
"Business Services","Agility",-2.852939391,"Kantar","Data and consulting company"
"Outsourcing & Staffing","Work-life balance",1.612502952,"Kelly","Workforce solutions and staffing agency"
"Outsourcing & Staffing","Transparency",NA,"Kelly","Workforce solutions and staffing agency"
"Outsourcing & Staffing","Toxic culture",0.078547887,"Kelly","Workforce solutions and staffing agency"
"Outsourcing & Staffing","Supportive culture",-0.514761153,"Kelly","Workforce solutions and staffing agency"
"Outsourcing & Staffing","Strategy",NA,"Kelly","Workforce solutions and staffing agency"
"Outsourcing & Staffing","Leadership",0.18826013,"Kelly","Workforce solutions and staffing agency"
"Outsourcing & Staffing","Innovation",NA,"Kelly","Workforce solutions and staffing agency"
"Outsourcing & Staffing","Open to feedback",NA,"Kelly","Workforce solutions and staffing agency"
"Outsourcing & Staffing","Agility",NA,"Kelly","Workforce solutions and staffing agency"
"Insurance","Work-life balance",0.994951229,"Kemper","Insurance provider"
"Insurance","Transparency",0.031399002,"Kemper","Insurance provider"
"Insurance","Toxic culture",0.437435409,"Kemper","Insurance provider"
"Insurance","Supportive culture",0.736191629,"Kemper","Insurance provider"
"Insurance","Strategy",0.121992755,"Kemper","Insurance provider"
"Insurance","Leadership",0.430809857,"Kemper","Insurance provider"
"Insurance","Innovation",NA,"Kemper","Insurance provider"
"Insurance","Open to feedback",0.536550866,"Kemper","Insurance provider"
"Insurance","Agility",0.808086321,"Kemper","Insurance provider"
"Consumer Products","Work-life balance",0.363526698,"Keurig Dr Pepper","Beverage company"
"Consumer Products","Transparency",-1.972375488,"Keurig Dr Pepper","Beverage company"
"Consumer Products","Toxic culture",-0.538314877,"Keurig Dr Pepper","Beverage company"
"Consumer Products","Supportive culture",-1.006080856,"Keurig Dr Pepper","Beverage company"
"Consumer Products","Strategy",-0.166306848,"Keurig Dr Pepper","Beverage company"
"Consumer Products","Leadership",-2.035381121,"Keurig Dr Pepper","Beverage company"
"Consumer Products","Innovation",NA,"Keurig Dr Pepper","Beverage company"
"Consumer Products","Open to feedback",-0.986825431,"Keurig Dr Pepper","Beverage company"
"Consumer Products","Agility",0.896911088,"Keurig Dr Pepper","Beverage company"
"Financial Services","Work-life balance",0.63149018,"KeyBank","Regional bank headquartered in Cleveland"
"Financial Services","Transparency",0.216848799,"KeyBank","Regional bank headquartered in Cleveland"
"Financial Services","Toxic culture",-0.162373117,"KeyBank","Regional bank headquartered in Cleveland"
"Financial Services","Supportive culture",0.035354525,"KeyBank","Regional bank headquartered in Cleveland"
"Financial Services","Strategy",-0.690480164,"KeyBank","Regional bank headquartered in Cleveland"
"Financial Services","Leadership",0.110003357,"KeyBank","Regional bank headquartered in Cleveland"
"Financial Services","Innovation",NA,"KeyBank","Regional bank headquartered in Cleveland"
"Financial Services","Open to feedback",0.013126068,"KeyBank","Regional bank headquartered in Cleveland"
"Financial Services","Agility",0.322025804,"KeyBank","Regional bank headquartered in Cleveland"
"Restaurants & Fast Food","Work-life balance",-0.148972547,"KFC","Fast-food chain specialising in fried chicken"
"Restaurants & Fast Food","Transparency",NA,"KFC","Fast-food chain specialising in fried chicken"
"Restaurants & Fast Food","Toxic culture",0.461281784,"KFC","Fast-food chain specialising in fried chicken"
"Restaurants & Fast Food","Supportive culture",0.236106729,"KFC","Fast-food chain specialising in fried chicken"
"Restaurants & Fast Food","Strategy",NA,"KFC","Fast-food chain specialising in fried chicken"
"Restaurants & Fast Food","Leadership",0.90011863,"KFC","Fast-food chain specialising in fried chicken"
"Restaurants & Fast Food","Innovation",NA,"KFC","Fast-food chain specialising in fried chicken"
"Restaurants & Fast Food","Open to feedback",NA,"KFC","Fast-food chain specialising in fried chicken"
"Restaurants & Fast Food","Agility",NA,"KFC","Fast-food chain specialising in fried chicken"
"Outsourcing & Staffing","Work-life balance",0.057491827,"Kforce","Professional staffing and workforce solutions"
"Outsourcing & Staffing","Transparency",NA,"Kforce","Professional staffing and workforce solutions"
"Outsourcing & Staffing","Toxic culture",0.343956075,"Kforce","Professional staffing and workforce solutions"
"Outsourcing & Staffing","Supportive culture",0.725615212,"Kforce","Professional staffing and workforce solutions"
"Outsourcing & Staffing","Strategy",NA,"Kforce","Professional staffing and workforce solutions"
"Outsourcing & Staffing","Leadership",1.14172697,"Kforce","Professional staffing and workforce solutions"
"Outsourcing & Staffing","Innovation",NA,"Kforce","Professional staffing and workforce solutions"
"Outsourcing & Staffing","Open to feedback",NA,"Kforce","Professional staffing and workforce solutions"
"Outsourcing & Staffing","Agility",NA,"Kforce","Professional staffing and workforce solutions"
"Consumer Products","Work-life balance",1.133306254,"Kimberly-Clark","Maker of personal care and hygiene products"
"Consumer Products","Transparency",0.773897772,"Kimberly-Clark","Maker of personal care and hygiene products"
"Consumer Products","Toxic culture",0.395766729,"Kimberly-Clark","Maker of personal care and hygiene products"
