id,cons,pain points,topic_label
262,"No progression, you're there to serve the partners",being used solely to serve partners,Company Strategy
263,I have noted no cons,,
264,nothing to complain except for long working hours but expected,long working hours,"Workload, Stress & Exhaustion"
265,nothing to complain except for long working hours but expected,long working hours,"Workload, Stress & Exhaustion"
266,Competitive to work with others,competitive working environment,Company Innovativeness
267,Poor work life time balance,poor work-life balance,Work Life Balance
268,Departmental changes may be announced without care for its employees,departmental changes announced without care for employees,Change Management
269,Departmental changes may be announced without care for its employees,departmental changes announced without care for employees,Change Management
270,Career Progression is limited within the business,limited career progression,Career Development & Growth Opportunities
271,Career Progression is limited within the business,limited career progression,Career Development & Growth Opportunities
272,#NAME?,unstructured work environment in terms of line management,Company Structure & Organization
273,Large company can feel impersonal; lower compensation than competitors,impersonal feeling,Relationship With Direct Manager
273,Large company can feel impersonal; lower compensation than competitors,lower compensation than competitors,Compensation & Benefits
274,Not great pay - could offer slightly more as this wage doesn't really cover London living expenses if living alone.,low pay,Compensation & Benefits
274,Not great pay - could offer slightly more as this wage doesn't really cover London living expenses if living alone.,unaffordable living expenses in London,Flexible Work Arrangements
275,Not great pay - could offer slightly more as this wage doesn't really cover London living expenses if living alone.,low pay,Compensation & Benefits
275,Not great pay - could offer slightly more as this wage doesn't really cover London living expenses if living alone.,unaffordable living expenses in London,Flexible Work Arrangements
276,Work life balance isn't the best but is key for the development.,poor work life balance,Work Life Balance
277,Work life balance isn't the best but is key for the development.,poor work life balance,Work Life Balance
278,Underpaid compared to other companies,underpayment compared to other companies,Compensation & Benefits
279,Underpaid compared to other companies,underpayment compared to other companies,Compensation & Benefits
280,"Long hours
Limited bonuses
Admin burdens
IT issues from time to time",long hours,"Workload, Stress & Exhaustion"
280,"Long hours
Limited bonuses
Admin burdens
IT issues from time to time",limited bonuses,Compensation & Benefits
280,"Long hours
Limited bonuses
Admin burdens
IT issues from time to time",admin burdens,Bureaucracy & Administrative Excess
280,"Long hours
Limited bonuses
Admin burdens
IT issues from time to time",IT issues,IT Support
281,"Long hours
Limited bonuses
Admin burdens
IT issues from time to time",long hours,"Workload, Stress & Exhaustion"
281,"Long hours
Limited bonuses
Admin burdens
IT issues from time to time",limited bonuses,Compensation & Benefits
281,"Long hours
Limited bonuses
Admin burdens
IT issues from time to time",admin burdens,Bureaucracy & Administrative Excess
281,"Long hours
Limited bonuses
Admin burdens
IT issues from time to time",IT issues,IT Support
282,Hours can be challenging at times,challenging hours,"Workload, Stress & Exhaustion"
283,Hours can be challenging at times,challenging hours,"Workload, Stress & Exhaustion"
284,"Rude and arrogant mangers, unfriendly bullying staff, worst than a retail job",rude and arrogant managers,Relationship With Direct Manager
284,"Rude and arrogant mangers, unfriendly bullying staff, worst than a retail job",unfriendly bullying staff,Workplace Harassment
285,"Rude and arrogant mangers, unfriendly bullying staff, worst than a retail job",rude and arrogant managers,Relationship With Direct Manager
285,"Rude and arrogant mangers, unfriendly bullying staff, worst than a retail job",unfriendly bullying staff,Workplace Harassment
286,"- A lot of focus on sales
- Work/Life balance is sometimes challenged
- Perks could be better",a lot of focus on sales,Company Strategy
286,"- A lot of focus on sales
- Work/Life balance is sometimes challenged
- Perks could be better",challenging work/life balance,Work Life Balance
286,"- A lot of focus on sales
- Work/Life balance is sometimes challenged
- Perks could be better",subpar perks,Compensation & Benefits
287,Not enough clarity regarding the promotion process,lack of clarity in promotion process,Promotion & Succession
288,"low salary, a lone wolf environment within this department.",low salary,Compensation & Benefits
288,"low salary, a lone wolf environment within this department.",lone wolf environment within department,Relationship With Peers & Colleagues
289,Workload can be large in busy season,large workload during busy season,"Workload, Stress & Exhaustion"
290,The pay for technical Cloud people are not on par with other companies.,pay for technical Cloud professionals is lower than at other companies,Compensation & Benefits
291,The pay for technical Cloud people are not on par with other companies.,pay for technical Cloud professionals is lower than at other companies,Compensation & Benefits
292,"Stress
Lack of work/life balance 
Expected to work long hours",stress,"Workload, Stress & Exhaustion"
292,"Stress
Lack of work/life balance 
Expected to work long hours",lack of work/life balance,Work Life Balance
292,"Stress
Lack of work/life balance 
Expected to work long hours",expected to work long hours,"Workload, Stress & Exhaustion"
293,pay could be more competitive,pay not competitive,Compensation & Benefits
294,Nothing I can think of,,
295,Nothing I can think of,,
296,low pay at start (first 3 years),low pay during first 3 years,Compensation & Benefits
297,Can be long hours at times,long hours,"Workload, Stress & Exhaustion"
298,Long hours during busy season,long hours during busy season,"Workload, Stress & Exhaustion"
299,Management can sometimes be detached from operations staff,detached management from operations staff,Relationship With Direct Manager
300,"Work life balance, remuneration, size of the org",poor work life balance,Work Life Balance
300,"Work life balance, remuneration, size of the org",low remuneration,Compensation & Benefits
300,"Work life balance, remuneration, size of the org",large organization size,Company Structure & Organization
301,below-average salary and inevitable admin work invloved,below-average salary,Compensation & Benefits
301,below-average salary and inevitable admin work invloved,admin work involvement,Organization of Work
302,You can work a lot of hours during the busy season,long hours during busy season,"Workload, Stress & Exhaustion"
303,You can work a lot of hours during the busy season,long hours during busy season,"Workload, Stress & Exhaustion"
304,"Work life balance
No overtime pay",work life balance,Work Life Balance
304,"Work life balance
No overtime pay",no overtime pay,Compensation & Benefits
305,"Work life balance
No overtime pay",work life balance,Work Life Balance
305,"Work life balance
No overtime pay",no overtime pay,Compensation & Benefits
306,"Very long hours at all levels - Analyst and up. Very late evenings are the norm and weekend work often required. No overtime, very small bonuses (if you even get one) and overall basic salary for the time, effort, and responsibility.",very long hours,"Workload, Stress & Exhaustion"
306,"Very long hours at all levels - Analyst and up. Very late evenings are the norm and weekend work often required. No overtime, very small bonuses (if you even get one) and overall basic salary for the time, effort, and responsibility.",late evenings,"Workload, Stress & Exhaustion"
306,"Very long hours at all levels - Analyst and up. Very late evenings are the norm and weekend work often required. No overtime, very small bonuses (if you even get one) and overall basic salary for the time, effort, and responsibility.",weekend work,Flexible Work Arrangements
306,"Very long hours at all levels - Analyst and up. Very late evenings are the norm and weekend work often required. No overtime, very small bonuses (if you even get one) and overall basic salary for the time, effort, and responsibility.",small bonuses,Compensation & Benefits
306,"Very long hours at all levels - Analyst and up. Very late evenings are the norm and weekend work often required. No overtime, very small bonuses (if you even get one) and overall basic salary for the time, effort, and responsibility.",low salaries,Compensation & Benefits
307,Some times you get to work in a area where you don’t have experience and they expect you to be an expert in that area,lack of experience,Staffing & Recruitment
307,Some times you get to work in a area where you don’t have experience and they expect you to be an expert in that area,expectation to be an expert,Unclear Expectations
308,I am often very busy,being very busy,"Workload, Stress & Exhaustion"
309,"very English centric, low salary, no bonus",English centric,"Diversity, Equity, and Inclusion"
309,"very English centric, low salary, no bonus",low salary,Compensation & Benefits
309,"very English centric, low salary, no bonus",no bonus,Compensation & Benefits
310,"very English centric, low salary, no bonus",English centric,"Diversity, Equity, and Inclusion"
310,"very English centric, low salary, no bonus",low salary,Compensation & Benefits
310,"very English centric, low salary, no bonus",no bonus,Compensation & Benefits
311,"underpaid
long hours
Mediocre people management in the past year during the pandemic.",underpaid,Compensation & Benefits
311,"underpaid
long hours
Mediocre people management in the past year during the pandemic.",long hours,"Workload, Stress & Exhaustion"
311,"underpaid
long hours
Mediocre people management in the past year during the pandemic.",mediocre people management during pandemic,Management Practices
312,"underpaid
long hours
Mediocre people management in the past year during the pandemic.",underpaid,Compensation & Benefits
312,"underpaid
long hours
Mediocre people management in the past year during the pandemic.",long hours,"Workload, Stress & Exhaustion"
312,"underpaid
long hours
Mediocre people management in the past year during the pandemic.",mediocre people management during pandemic,Management Practices
313,"underpaid
long hours
Mediocre people management in the past year during the pandemic.",underpaid,Compensation & Benefits
313,"underpaid
long hours
Mediocre people management in the past year during the pandemic.",long hours,"Workload, Stress & Exhaustion"
313,"underpaid
long hours
Mediocre people management in the past year during the pandemic.",mediocre people management during pandemic,Management Practices
314,Working IB hours on an accountants' pay,long working hours,"Workload, Stress & Exhaustion"
314,Working IB hours on an accountants' pay,low pay,Compensation & Benefits
315,Working IB hours on an accountants' pay,long working hours,"Workload, Stress & Exhaustion"
315,Working IB hours on an accountants' pay,low pay,Compensation & Benefits
316,Higher management have lost there way,loss of direction in higher management,Company Strategy
317,"Low pay, no real salary growth, mediocre team in terms of brains but better than many other places",low pay,Compensation & Benefits
317,"Low pay, no real salary growth, mediocre team in terms of brains but better than many other places",lack of salary growth,Compensation & Benefits
318,"long hours, rubbish bonus, partner politics",long hours,"Workload, Stress & Exhaustion"
318,"long hours, rubbish bonus, partner politics",poor bonus,Compensation & Benefits
318,"long hours, rubbish bonus, partner politics",partner influence in company,"Company Brand, Prestige & Reputation"
319,though place to work i can tell you that,unspecified issues with workplace,Company Climate
320,"A lot of pressure from the outset, long hours",pressure from the outset,"Workload, Stress & Exhaustion"
320,"A lot of pressure from the outset, long hours",long hours,"Workload, Stress & Exhaustion"
321,Nothing relating to just the firm,,
322,target driven and apply pressure,target-driven approach,Company Strategy
322,target driven and apply pressure,pressure applied,"Workload, Stress & Exhaustion"
323,target driven and apply pressure,target-driven approach,Company Strategy
323,target driven and apply pressure,pressure applied,"Workload, Stress & Exhaustion"
324,Lack of work life balance,lack of work life balance,Work Life Balance
325,"Work life balance, no paid overtime.",work life balance,Work Life Balance
325,"Work life balance, no paid overtime.",no paid overtime,Compensation & Benefits
326,Long hours which has impact on work life balance,long hours,"Workload, Stress & Exhaustion"
326,Long hours which has impact on work life balance,negative impact on work-life balance,Work Life Balance
327,"- Like and PS firm, chargeability is key. It is an output-based model which means hours can/are insane 
- Matrix structure and partnership model means that long term investments are difficult to get approved as there is a huge focus on partners/member firms bottom line. You're global but local... 
- Lots of corporate politics to navigate and bureaucracy given the Audit arm of the business",insane hours,"Workload, Stress & Exhaustion"
327,"- Like and PS firm, chargeability is key. It is an output-based model which means hours can/are insane 
- Matrix structure and partnership model means that long term investments are difficult to get approved as there is a huge focus on partners/member firms bottom line. You're global but local... 
- Lots of corporate politics to navigate and bureaucracy given the Audit arm of the business",difficulty getting long-term investments approved,Company Strategy
327,"- Like and PS firm, chargeability is key. It is an output-based model which means hours can/are insane 
- Matrix structure and partnership model means that long term investments are difficult to get approved as there is a huge focus on partners/member firms bottom line. You're global but local... 
- Lots of corporate politics to navigate and bureaucracy given the Audit arm of the business",matrix structure and partnership model,Company Structure & Organization
327,"- Like and PS firm, chargeability is key. It is an output-based model which means hours can/are insane 
- Matrix structure and partnership model means that long term investments are difficult to get approved as there is a huge focus on partners/member firms bottom line. You're global but local... 
- Lots of corporate politics to navigate and bureaucracy given the Audit arm of the business",corporate politics,Company Climate
327,"- Like and PS firm, chargeability is key. It is an output-based model which means hours can/are insane 
- Matrix structure and partnership model means that long term investments are difficult to get approved as there is a huge focus on partners/member firms bottom line. You're global but local... 
- Lots of corporate politics to navigate and bureaucracy given the Audit arm of the business",audit arm bureaucracy,Bureaucracy & Administrative Excess
328,Lack of diversity among senior leadership,lack of diversity among senior leadership,"Diversity, Equity, and Inclusion"
329,"Gender inequality, under paid staff and massive discrepancies in pay for woman, pregnant woman don’t tend to return to work. Although not the same in all departments.",gender inequality,"Diversity, Equity, and Inclusion"
329,"Gender inequality, under paid staff and massive discrepancies in pay for woman, pregnant woman don’t tend to return to work. Although not the same in all departments.",underpaid staff,Compensation & Benefits
329,"Gender inequality, under paid staff and massive discrepancies in pay for woman, pregnant woman don’t tend to return to work. Although not the same in all departments.",pay disparities for pregnant women,Compensation & Benefits
330,Nothing that i can think of.,,
331,Nothing that i can think of.,,
332,#NAME?,feeling of being a small cog in a big machine,Company Climate
333,Long hours and sales focussed with seniority,long hours,"Workload, Stress & Exhaustion"
333,Long hours and sales focussed with seniority,sales focus,Company Strategy
333,Long hours and sales focussed with seniority,lack of fairness in promotion based on seniority,Justice & Fairness
334,"Work-life balance, stress from working",work-life balance,Work Life Balance
334,"Work-life balance, stress from working",stress from working,"Workload, Stress & Exhaustion"
335,Working from home can be tiring,tiredness from working from home,Work Life Balance
336,Working from home can be tiring,tiredness from working from home,Work Life Balance
337,Working from home can be tiring,tiredness from working from home,Work Life Balance
338,No work life balance and too much pressure.,no work life balance,Work Life Balance
338,No work life balance and too much pressure.,too much pressure,"Workload, Stress & Exhaustion"
339,hard to move things forward,difficulty moving things forward,Organizational Processes Efficiency
340,hard to move things forward,difficulty moving things forward,Organizational Processes Efficiency
341,No rotation opportunities as a recent graduate. Pigeon holed in very specific role on very specific types of project,lack of rotation opportunities,"Lateral Moves, Transfers & Relocations"
341,No rotation opportunities as a recent graduate. Pigeon holed in very specific role on very specific types of project,pigeonholed in specific role,Role Conflicts
342,No rotation opportunities as a recent graduate. Pigeon holed in very specific role on very specific types of project,lack of rotation opportunities,"Lateral Moves, Transfers & Relocations"
342,No rotation opportunities as a recent graduate. Pigeon holed in very specific role on very specific types of project,pigeonholed in specific role,Role Conflicts
343,It’s very tribal. If you don’t win favour with Managment you’ll never get promoted.,tribal culture,Workplace Culture
343,It’s very tribal. If you don’t win favour with Managment you’ll never get promoted.,favoritism in promotion decisions,Promotion & Succession
344,"Really boring work, no exposure to senior management",boring work,Meaningfulness of Work
344,"Really boring work, no exposure to senior management",lack of exposure to senior management,Leadership & Higher Management
345,"Being such a large business, it can be hard to navigate and find the right people/teams",difficult to navigate,Organizational Processes Efficiency
345,"Being such a large business, it can be hard to navigate and find the right people/teams",hard to find the right people/teams,Staffing & Recruitment
346,"Hours, pay, lack of support",long hours,"Workload, Stress & Exhaustion"
346,"Hours, pay, lack of support",low pay,Compensation & Benefits
346,"Hours, pay, lack of support",lack of support,Support & Resources
347,Lots of red tape and processes to follow,lots of red tape,Bureaucracy & Administrative Excess
347,Lots of red tape and processes to follow,excessive processes,Organizational Processes Efficiency
348,Long Hours affecting work life balance,long hours affecting work-life balance,Work Life Balance
349,Free dinners during busy season,mandatory free dinners during busy season,Working Tools & Equipment
350,None I can think of,,
351,"Low salary, too much work , too much pressure",low salary,Compensation & Benefits
351,"Low salary, too much work , too much pressure",too much work,"Workload, Stress & Exhaustion"
351,"Low salary, too much work , too much pressure",too much pressure,"Workload, Stress & Exhaustion"
352,"Depending on the team you work in, it is not as diverse as you'd expect",lack of diversity in teams,"Diversity, Equity, and Inclusion"
353,Lot of overtime work required,required overtime work,"Workload, Stress & Exhaustion"
354,Can be quite hierarchical and difficult to get promoted,hierarchical promotion process,Promotion & Succession
355,Entry pay and yearly review cycles,low entry pay,Compensation & Benefits
355,Entry pay and yearly review cycles,inefficient yearly review cycles,Performance Management
356,Entry pay and yearly review cycles,low entry pay,Compensation & Benefits
356,Entry pay and yearly review cycles,inefficient yearly review cycles,Performance Management
357,Focus is increasingly on partner earnings at the expense of other staff,partner earnings focus at the expense of other staff,Company Strategy
358,Salary doesn’t reflect the work that is done and feel undervalued where salary is concerned.,salary does not reflect work,Compensation & Benefits
358,Salary doesn’t reflect the work that is done and feel undervalued where salary is concerned.,feeling undervalued,Recognition
359,Hours can be unpredictable. Firm is often constrained by compliance and process requirements,unpredictable hours,"Workload, Stress & Exhaustion"
359,Hours can be unpredictable. Firm is often constrained by compliance and process requirements,compliance and process constraints,Organizational Processes Efficiency
360,Finding a good project role early on can be a bit of a lottery and you might be sitting on the bench for a long time which can be demoralising.,difficulty finding good project role,Career Development & Growth Opportunities
360,Finding a good project role early on can be a bit of a lottery and you might be sitting on the bench for a long time which can be demoralising.,potential for long periods of inactivity,Organizational Processes Efficiency
361,"All dependent on who you work with, pyramid scheme due to partnership structure, low compensation",depending on colleagues,Relationship With Peers & Colleagues
361,"All dependent on who you work with, pyramid scheme due to partnership structure, low compensation",pyramid scheme due to partnership structure,Company Strategy
361,"All dependent on who you work with, pyramid scheme due to partnership structure, low compensation",low compensation,Compensation & Benefits
362,Can get very busy at times!,getting very busy at times,"Workload, Stress & Exhaustion"
363,sometimes work timings are odd,odd work timings,Flexible Work Arrangements
364,"High expectations to deliver on project work and internal requirements 
Hours can be long
Work can be challenging and stressful at times",high expectations for project work and internal requirements,Performance Management
364,"High expectations to deliver on project work and internal requirements 
Hours can be long
Work can be challenging and stressful at times",long hours,"Workload, Stress & Exhaustion"
364,"High expectations to deliver on project work and internal requirements 
Hours can be long
Work can be challenging and stressful at times",challenging and stressful work,"Workload, Stress & Exhaustion"
365,Big corporate sometimes means less responsibility and flexibility,less responsibility and flexibility in big corporations,Autonomy & Empowerment
366,"Slightly political
Low pay 
Long hours (at times)",slightly political,Company Climate
366,"Slightly political
Low pay 
Long hours (at times)",low pay,Compensation & Benefits
366,"Slightly political
Low pay 
Long hours (at times)",long hours,"Workload, Stress & Exhaustion"
367,Process can be quite big,complex or large process,Organizational Processes Efficiency
368,Forward facing client interaction which may not be for everyone,forward facing client interaction may not be suitable for all employees,Company Strategy
369,Some of the partners can't be trusted. Workload can be oppressive.,untrustworthy partners,"Company Brand, Prestige & Reputation"
369,Some of the partners can't be trusted. Workload can be oppressive.,oppressive workload,"Workload, Stress & Exhaustion"
370,Limited growth across the firm with the fruits of junior labour ending up in Partner pay-checks - turning the company into a churn machine,limited growth,Career Development & Growth Opportunities
370,Limited growth across the firm with the fruits of junior labour ending up in Partner pay-checks - turning the company into a churn machine,unfair compensation,Compensation & Benefits
370,Limited growth across the firm with the fruits of junior labour ending up in Partner pay-checks - turning the company into a churn machine,high employee turnover,Employee Turnover
371,hard to fit if if not a white man,difficulty fitting in if not a white man,"Diversity, Equity, and Inclusion"
372,"Hours, difficult to get a secondment into other divisions",difficult to get a secondment into other divisions,"Lateral Moves, Transfers & Relocations"
372,"Hours, difficult to get a secondment into other divisions",long hours,"Workload, Stress & Exhaustion"
373,Busy season has long hours,long hours during busy season,"Workload, Stress & Exhaustion"
374,bad work and life balance,bad work and life balance,Work Life Balance
375,Very structured compensation schedule . Doesn't recognise industry experience - stuck on the band with gradual increase - hard to get big raises,doesn't recognize industry experience,Staffing & Recruitment
375,Very structured compensation schedule . Doesn't recognise industry experience - stuck on the band with gradual increase - hard to get big raises,lack of significant raises,Compensation & Benefits
375,Very structured compensation schedule . Doesn't recognise industry experience - stuck on the band with gradual increase - hard to get big raises,gradual increase compensation,Compensation & Benefits
376,structures can be complex for new joiner,complex structures for new joiners,Employee Onboarding
377,long hours and difficult to manage time,long hours,"Workload, Stress & Exhaustion"
377,long hours and difficult to manage time,difficulty managing time,Organizational Processes Efficiency
378,long hours and difficult to manage time,long hours,"Workload, Stress & Exhaustion"
378,long hours and difficult to manage time,difficulty managing time,Organizational Processes Efficiency
379,Sometimes long hours are required.,long hours required,"Workload, Stress & Exhaustion"
380,In-person internship cancelled due to COVID though that's not their fault,cancelled in-person internship due to COVID,Working Tools & Equipment
381,structure can be quite rigid,rigid structure,Company Structure & Organization
382,"salary, remuneration, hours and poor bonus",low salary,Compensation & Benefits
382,"salary, remuneration, hours and poor bonus",poor bonuses,Compensation & Benefits
382,"salary, remuneration, hours and poor bonus",long hours,"Workload, Stress & Exhaustion"
383,"Salary, promotion cycles is once a year, the more senior you become the more your career is dependant on your network and partner relationship",low salary,Compensation & Benefits
383,"Salary, promotion cycles is once a year, the more senior you become the more your career is dependant on your network and partner relationship",infrequent promotion cycles,Promotion & Succession
383,"Salary, promotion cycles is once a year, the more senior you become the more your career is dependant on your network and partner relationship",dependence on network and partner relationships for career advancement,Career Development & Growth Opportunities
384,Long hours (especially in busy season),long hours,"Workload, Stress & Exhaustion"
384,Long hours (especially in busy season),especially in busy season,Resource Allocation Efficiency
385,Sometimes working at the company can be stressful but that’s same for any job.,stressful work environment,"Workload, Stress & Exhaustion"
386,"Work life balance, progression in internal roles",poor work life balance,Work Life Balance
386,"Work life balance, progression in internal roles",lack of progression in internal roles,Career Development & Growth Opportunities
387,there have been none noted here,,
388,sometimes it is hard to work from home and find that balance between being at home and on client site,difficulty finding balance between working from home and client site,Work Life Balance
389,"The pay, especially bonuses could be more competitive",low pay,Compensation & Benefits
389,"The pay, especially bonuses could be more competitive",uncompetitive bonuses,Compensation & Benefits
390,Long hours depending on certain projects although there is a lot of emphasis on work life balance,long hours on certain projects,"Workload, Stress & Exhaustion"
391,"very little internal mobility
senior management should work on listening to needs of staf",very little internal mobility,"Lateral Moves, Transfers & Relocations"
391,"very little internal mobility
senior management should work on listening to needs of staf",lack of management responsiveness to staff needs,Support From Manager
392,Hours can be long based on project,long hours due to projects,"Workload, Stress & Exhaustion"
393,#NAME?,lower pay and financial rewards compared to other professional services companies,Compensation & Benefits
394,Too much pressure and the pay is not great,too much pressure,"Workload, Stress & Exhaustion"
394,Too much pressure and the pay is not great,poor pay,Compensation & Benefits
395,"Terrible for well-being, poorly remunerated, a company that pretends to care but in reality that is not the case, nasty & competitive working environment.",terrible for well-being,"Workload, Stress & Exhaustion"
395,"Terrible for well-being, poorly remunerated, a company that pretends to care but in reality that is not the case, nasty & competitive working environment.",poorly remunerated,Compensation & Benefits
395,"Terrible for well-being, poorly remunerated, a company that pretends to care but in reality that is not the case, nasty & competitive working environment.",nasty & competitive working environment,Workplace Culture
395,"Terrible for well-being, poorly remunerated, a company that pretends to care but in reality that is not the case, nasty & competitive working environment.",insincere company culture,Workplace Culture
396,"Long hours, can get really busy",long hours,"Workload, Stress & Exhaustion"
396,"Long hours, can get really busy",becoming very busy,"Workload, Stress & Exhaustion"
397,compensation is on the lower side compared to Industry,lower than industry average compensation,Compensation & Benefits
398,"Very bad work/life balance. Performance reviews are not necessarily fair. No matter how good the work is that you deliver, unless you make a lot of noise you will be seen as underperforming. Compensation is not great compared to competitors.",very bad work/life balance,Work Life Balance
398,"Very bad work/life balance. Performance reviews are not necessarily fair. No matter how good the work is that you deliver, unless you make a lot of noise you will be seen as underperforming. Compensation is not great compared to competitors.",unfair performance reviews,Performance Management
398,"Very bad work/life balance. Performance reviews are not necessarily fair. No matter how good the work is that you deliver, unless you make a lot of noise you will be seen as underperforming. Compensation is not great compared to competitors.",feeling of need to make noise to be recognized,Recognition
398,"Very bad work/life balance. Performance reviews are not necessarily fair. No matter how good the work is that you deliver, unless you make a lot of noise you will be seen as underperforming. Compensation is not great compared to competitors.",lower compensation compared to competitors,Compensation & Benefits
399,"Complex structure which can be difficult to navigate and find your way in
Partnership model",complex structure,Company Structure & Organization
399,"Complex structure which can be difficult to navigate and find your way in
Partnership model",difficulty navigating,Organizational Processes Efficiency
400,"Work life balance is one, and the need to create a network",poor work life balance,Work Life Balance
400,"Work life balance is one, and the need to create a network",need to create a network,Company Strategy
401,hard work and long hours,hard work,"Workload, Stress & Exhaustion"
401,hard work and long hours,long hours,"Workload, Stress & Exhaustion"
402,"Repetitive work/boring work at times, within audit",repetitive,Organizational Processes Efficiency
402,"Repetitive work/boring work at times, within audit",boring work in audit,Variability of Work
403,The culture is workaholic and that does mean sacrifices.,workaholic culture,Work Life Balance
403,The culture is workaholic and that does mean sacrifices.,sacrifices required,Work Life Balance
404,Limited transparency over career progression,limited transparency over career progression,Career Development & Growth Opportunities
405,"Hours, no work life balance, unrealistic expectations",long hours,"Workload, Stress & Exhaustion"
405,"Hours, no work life balance, unrealistic expectations",lack of work-life balance,Work Life Balance
405,"Hours, no work life balance, unrealistic expectations",unrealistic expectations,Unclear Expectations
406,"Bit of a machine, can fee like a cog in the wheel",treated like a machine,Relationship With Direct Manager
406,"Bit of a machine, can fee like a cog in the wheel",lack of individual recognition,Recognition
407,Salary is low especially on senior levels,low salary on senior levels,Compensation & Benefits
408,"Success relies a lot on networks, difficult to know who knows what, internal HR / finance systems are terrible",reliance on networks to succeed,Company Strategy
408,"Success relies a lot on networks, difficult to know who knows what, internal HR / finance systems are terrible",poor internal HR/finance systems,Company Innovativeness
409,"bad hours, lack of office spaces",bad hours,Flexible Work Arrangements
409,"bad hours, lack of office spaces",lack of office spaces,Working Tools & Equipment
410,"Extremely over worked, expected to be online at all times",extreme workload,"Workload, Stress & Exhaustion"
410,"Extremely over worked, expected to be online at all times",expectation of constant availability,Flexible Work Arrangements
411,"Extremely over worked, expected to be online at all times",extreme workload,"Workload, Stress & Exhaustion"
411,"Extremely over worked, expected to be online at all times",expectation of constant availability,Flexible Work Arrangements
412,None that come to mind,,
413,"Llimited mentoring, opportunities to develop, limited development",limited mentoring,Employee Training & Development
413,"Llimited mentoring, opportunities to develop, limited development",lack of development opportunities,Career Development & Growth Opportunities
414,"Pay is ok, not bad hours though",long hours,"Workload, Stress & Exhaustion"
415,"Culture is far from diverse, the partnership structure makes everything unnecessarily complicated and slow. Everything is done for partner bonus",non-diverse culture,"Diversity, Equity, and Inclusion"
415,"Culture is far from diverse, the partnership structure makes everything unnecessarily complicated and slow. Everything is done for partner bonus",complicated partnership structure,Company Structure & Organization
415,"Culture is far from diverse, the partnership structure makes everything unnecessarily complicated and slow. Everything is done for partner bonus",slow processes,Organizational Processes Efficiency
415,"Culture is far from diverse, the partnership structure makes everything unnecessarily complicated and slow. Everything is done for partner bonus",partner bonuses focused on,Compensation & Benefits
416,Small fish in big ocean,feeling insignificant or undervalued,Recognition
417,graduates entry salary has been stagnant over the past 10 years,stagnant graduates entry salary over the past 10 years,Compensation & Benefits
418,"Workload a bit high, salary",high workload,"Workload, Stress & Exhaustion"
418,"Workload a bit high, salary",low salary,Compensation & Benefits
419,"Nothing but Salary Can be Better,",dissatisfaction with salary,Compensation & Benefits
420,work load here is a con,heavy workload,"Workload, Stress & Exhaustion"
421,Long working hours with upto 16-17 hrs of work during busy period. There is little to no personal life and even that is not adequate to impress your already biased bosses. The salary is peanuts for the amount of work expected. There is always a wellness survey conducted every year. But they don't take the results seriously. They are only obsessed with billing hours.,long working hours,"Workload, Stress & Exhaustion"
421,Long working hours with upto 16-17 hrs of work during busy period. There is little to no personal life and even that is not adequate to impress your already biased bosses. The salary is peanuts for the amount of work expected. There is always a wellness survey conducted every year. But they don't take the results seriously. They are only obsessed with billing hours.,insufficient personal life,Work Life Balance
421,Long working hours with upto 16-17 hrs of work during busy period. There is little to no personal life and even that is not adequate to impress your already biased bosses. The salary is peanuts for the amount of work expected. There is always a wellness survey conducted every year. But they don't take the results seriously. They are only obsessed with billing hours.,low salary,Compensation & Benefits
421,Long working hours with upto 16-17 hrs of work during busy period. There is little to no personal life and even that is not adequate to impress your already biased bosses. The salary is peanuts for the amount of work expected. There is always a wellness survey conducted every year. But they don't take the results seriously. They are only obsessed with billing hours.,lack of consideration for wellness survey results,Survey Fatigue
421,Long working hours with upto 16-17 hrs of work during busy period. There is little to no personal life and even that is not adequate to impress your already biased bosses. The salary is peanuts for the amount of work expected. There is always a wellness survey conducted every year. But they don't take the results seriously. They are only obsessed with billing hours.,obsession with billing hours,Management Practices
422,"Work hours highly variable depending on your team
Often a culture of implicit overtime working for no pay on evening and weekends especially in busy season. You need to make a strong effort to push back and set boundaries with some managers
Audit work can feel meaningless and just a tick box exercise
Underpaid for your experience",highly variable work hours,"Workload, Stress & Exhaustion"
422,"Work hours highly variable depending on your team
Often a culture of implicit overtime working for no pay on evening and weekends especially in busy season. You need to make a strong effort to push back and set boundaries with some managers
Audit work can feel meaningless and just a tick box exercise
Underpaid for your experience",culture of implicit overtime,"Workload, Stress & Exhaustion"
422,"Work hours highly variable depending on your team
Often a culture of implicit overtime working for no pay on evening and weekends especially in busy season. You need to make a strong effort to push back and set boundaries with some managers
Audit work can feel meaningless and just a tick box exercise
Underpaid for your experience",feeling of meaninglessness,Meaningfulness of Work
422,"Work hours highly variable depending on your team
Often a culture of implicit overtime working for no pay on evening and weekends especially in busy season. You need to make a strong effort to push back and set boundaries with some managers
Audit work can feel meaningless and just a tick box exercise
Underpaid for your experience",underpayment for experience,Compensation & Benefits
423,Promotion is unclear - very much depending on who you know/years that you have worked for rather than actual achievements.,unclear promotion criteria,Performance Management
423,Promotion is unclear - very much depending on who you know/years that you have worked for rather than actual achievements.,favoritism in promotion,Promotion & Succession
424,Need network to climb higher in the hierarchy,need network to advance in hierarchy,Career Development & Growth Opportunities
